transaction_id,account_id,employee_id,transaction_type,amount,transaction_date
180,181,181,DEPOSIT,7755.71,2023-04-17 20:24:14
181,182,182,WITHDRAWAL,42222.98,2023-08-18 17:57:51
182,183,183,TRANSFER,25389.41,2023-03-20 13:24:01
183,184,184,DEPOSIT,41757.64,2024-02-24 06:03:22
184,185,185,WITHDRAWAL,1897.0,2024-02-13 23:15:39
185,186,186,TRANSFER,43820.87,2023-09-19 13:44:34
186,187,187,DEPOSIT,6561.14,2024-04-25 00:56:29
187,188,188,WITHDRAWAL,7721.1,2023-10-20 14:34:02
188,189,189,TRANSFER,41568.94,2023-05-21 11:12:47
189,190,190,DEPOSIT,40454.1,2024-04-30 06:00:23
190,191,191,WITHDRAWAL,36061.94,2023-05-09 13:52:25
191,192,192,TRANSFER,20548.82,2023-02-03 22:29:09
192,193,193,DEPOSIT,48479.73,2023-07-04 11:53:01
193,194,194,WITHDRAWAL,14253.55,2024-04-19 06:19:25
194,195,195,TRANSFER,11707.81,2023-12-15 16:37:25
195,196,196,DEPOSIT,15480.3,2023-07-05 18:25:26
196,197,197,WITHDRAWAL,45199.68,2023-12-31 07:05:04
197,198,198,TRANSFER,18398.37,2023-05-31 16:43:25
198,199,199,DEPOSIT,49222.15,2024-03-19 01:23:17
199,200,200,WITHDRAWAL,38474.23,2023-12-25 14:20:18
200,201,1,TRANSFER,25150.31,2023-10-24 14:37:05
201,202,2,DEPOSIT,48313.74,2023-11-22 04:24:12
202,203,3,WITHDRAWAL,40064.95,2023-06-05 02:38:07
203,204,4,TRANSFER,43651.37,2023-04-18 11:56:08
204,205,5,DEPOSIT,32062.54,2023-02-10 12:42:07
205,206,6,WITHDRAWAL,27731.49,2023-10-16 07:53:42
206,207,7,TRANSFER,35572.93,2023-03-21 16:24:40
207,208,8,DEPOSIT,42559.79,2024-02-05 17:14:52
208,209,9,WITHDRAWAL,4202.92,2023-08-10 09:57:35
209,210,10,TRANSFER,13646.84,2023-05-05 12:26:18
210,211,11,DEPOSIT,7375.96,2024-02-03 17:35:19
211,212,12,WITHDRAWAL,4594.76,2023-12-06 19:04:46
212,213,13,TRANSFER,40837.0,2023-06-22 11:05:18
213,214,14,DEPOSIT,46524.29,2023-09-29 12:44:17
214,215,15,WITHDRAWAL,2672.31,2023-11-19 06:14:20
215,216,16,TRANSFER,18704.33,2024-01-25 22:05:27
216,217,17,DEPOSIT,49726.32,2023-10-27 22:39:29
217,218,18,WITHDRAWAL,11234.69,2023-10-19 04:52:43
218,219,19,TRANSFER,46541.99,2023-09-05 12:42:59
219,220,20,DEPOSIT,16771.16,2024-05-19 20:08:43
220,221,21,WITHDRAWAL,6888.6,2023-04-24 10:33:23
221,222,22,TRANSFER,45870.63,2023-08-11 19:49:10
222,223,23,DEPOSIT,34806.64,2024-01-02 23:11:53
223,224,24,WITHDRAWAL,37944.47,2023-04-18 19:16:59
224,225,25,TRANSFER,22435.59,2023-12-31 08:50:47
225,226,26,DEPOSIT,45293.82,2023-01-05 01:53:21
226,227,27,WITHDRAWAL,12803.64,2023-01-15 18:15:29
227,228,28,TRANSFER,27444.72,2023-04-27 03:14:51
228,229,29,DEPOSIT,26393.3,2024-04-17 22:20:51
229,230,30,WITHDRAWAL,38810.87,2023-03-28 08:40:23
230,231,31,TRANSFER,15064.55,2023-07-04 13:56:05
231,232,32,DEPOSIT,11929.59,2023-02-07 02:06:51
232,233,33,WITHDRAWAL,39697.02,2024-05-11 06:55:24
233,234,34,TRANSFER,3149.73,2023-12-22 01:12:55
234,235,35,DEPOSIT,29840.98,2024-01-24 05:29:31
235,236,36,WITHDRAWAL,31601.43,2023-01-13 18:22:37
236,237,37,TRANSFER,12104.49,2024-03-22 15:39:41
237,238,38,DEPOSIT,14570.69,2023-04-22 12:27:58
238,239,39,WITHDRAWAL,30744.33,2023-01-02 05:09:40
239,240,40,TRANSFER,28537.48,2023-07-06 20:26:32
240,241,41,DEPOSIT,33221.92,2023-05-26 11:47:03
241,242,42,WITHDRAWAL,26178.99,2023-03-08 11:57:35
242,243,43,TRANSFER,3393.29,2023-10-08 02:08:28
243,244,44,DEPOSIT,27208.66,2024-02-13 14:27:31
244,245,45,WITHDRAWAL,27712.06,2024-01-30 06:46:15
245,246,46,TRANSFER,43667.84,2023-10-31 06:35:06
246,247,47,DEPOSIT,31787.18,2023-02-03 19:32:25
247,248,48,WITHDRAWAL,12689.98,2023-10-17 22:51:39
248,249,49,TRANSFER,17861.12,2023-01-13 14:46:37
249,250,50,DEPOSIT,17246.68,2023-02-22 11:24:05
250,251,51,WITHDRAWAL,31416.57,2024-05-25 09:18:49
251,252,52,TRANSFER,36762.0,2024-03-27 23:27:50
252,253,53,DEPOSIT,6679.15,2023-09-16 06:35:46
253,254,54,WITHDRAWAL,27305.23,2023-10-01 15:19:48
254,255,55,TRANSFER,8762.71,2024-05-14 06:34:43
255,256,56,DEPOSIT,49041.15,2023-12-27 21:11:54
256,257,57,WITHDRAWAL,31590.48,2024-01-07 16:28:03
257,258,58,TRANSFER,3164.4,2023-04-15 17:50:03
258,259,59,DEPOSIT,1858.82,2023-12-22 11:45:56
259,260,60,WITHDRAWAL,2199.88,2023-06-06 13:55:42
260,261,61,TRANSFER,44290.66,2023-06-04 22:23:13
261,262,62,DEPOSIT,46669.22,2023-09-03 03:07:56
262,263,63,WITHDRAWAL,19917.22,2024-02-05 07:26:47
263,264,64,TRANSFER,23675.25,2024-02-26 18:49:33
264,265,65,DEPOSIT,37667.01,2023-01-29 10:39:38
265,266,66,WITHDRAWAL,14312.68,2023-05-29 10:25:34
266,267,67,TRANSFER,43291.26,2023-02-07 03:07:54
267,268,68,DEPOSIT,13668.1,2023-09-15 19:31:28
268,269,69,WITHDRAWAL,21853.2,2023-10-13 20:22:28
269,270,70,TRANSFER,37167.95,2023-11-07 16:56:46
270,271,71,DEPOSIT,16958.44,2023-10-28 07:34:51
271,272,72,WITHDRAWAL,24815.2,2023-05-26 02:31:31
272,273,73,TRANSFER,18373.67,2024-01-22 10:30:29
273,274,74,DEPOSIT,13343.37,2024-02-08 08:00:12
274,275,75,WITHDRAWAL,36356.8,2023-03-06 03:59:24
275,276,76,TRANSFER,21536.05,2023-03-03 07:18:21
276,277,77,DEPOSIT,27278.27,2023-05-21 03:57:09
277,278,78,WITHDRAWAL,5138.87,2023-09-07 11:48:54
278,279,79,TRANSFER,33049.35,2023-09-12 16:52:12
279,280,80,DEPOSIT,22301.33,2023-08-27 01:29:48
280,281,81,WITHDRAWAL,8340.57,2023-11-27 23:22:45
281,282,82,TRANSFER,17583.83,2023-12-11 19:03:07
282,283,83,DEPOSIT,36343.45,2023-02-02 21:33:26
283,284,84,WITHDRAWAL,30746.43,2023-10-01 20:10:54
284,285,85,TRANSFER,13735.02,2023-12-04 19:52:43
285,286,86,DEPOSIT,3761.31,2023-02-14 13:13:54
286,287,87,WITHDRAWAL,20316.45,2024-05-10 04:05:42
287,288,88,TRANSFER,40056.79,2024-02-03 12:36:59
288,289,89,DEPOSIT,47639.94,2023-05-05 06:22:07
289,290,90,WITHDRAWAL,42434.98,2023-04-21 21:36:07
290,291,91,TRANSFER,1749.6,2023-12-07 08:08:00
291,292,92,DEPOSIT,11807.41,2023-02-22 05:19:14
292,293,93,WITHDRAWAL,18322.76,2024-05-16 02:42:27
293,294,94,TRANSFER,47473.86,2023-10-25 08:55:23
294,295,95,DEPOSIT,30258.69,2023-01-26 03:42:22
295,296,96,WITHDRAWAL,47441.69,2023-12-16 11:09:52
296,297,97,TRANSFER,22202.53,2023-10-16 22:49:55
297,298,98,DEPOSIT,28700.35,2023-03-01 17:14:53
298,299,99,WITHDRAWAL,18353.83,2024-02-16 05:50:51
299,300,100,TRANSFER,32481.54,2023-09-02 04:34:09
300,301,101,DEPOSIT,48026.4,2023-07-13 21:05:54
301,302,102,WITHDRAWAL,36786.39,2023-01-21 03:03:34
302,303,103,TRANSFER,25892.09,2024-01-23 14:51:13
303,304,104,DEPOSIT,5896.87,2024-03-12 06:20:17
304,305,105,WITHDRAWAL,35204.85,2023-07-22 04:09:10
305,306,106,TRANSFER,49818.29,2023-06-16 15:52:57
306,307,107,DEPOSIT,34702.09,2023-08-10 19:32:19
307,308,108,WITHDRAWAL,10016.92,2024-01-17 12:38:07
308,309,109,TRANSFER,42642.79,2023-04-16 10:09:39
309,310,110,DEPOSIT,8641.09,2023-12-18 02:41:11
310,311,111,WITHDRAWAL,49863.15,2023-12-12 17:28:26
311,312,112,TRANSFER,33395.31,2023-09-06 05:32:52
312,313,113,DEPOSIT,27504.36,2023-02-20 10:33:07
313,314,114,WITHDRAWAL,44567.67,2023-08-14 12:44:42
314,315,115,TRANSFER,35593.34,2023-05-03 08:06:38
315,316,116,DEPOSIT,8712.81,2024-05-10 07:35:24
316,317,117,WITHDRAWAL,25442.7,2023-10-08 18:42:09
317,318,118,TRANSFER,49256.78,2023-04-05 06:21:36
318,319,119,DEPOSIT,11844.44,2023-04-18 20:51:09
319,320,120,WITHDRAWAL,1323.94,2024-01-19 17:14:11
320,321,121,TRANSFER,28618.15,2024-03-06 07:42:29
321,322,122,DEPOSIT,40185.05,2023-12-30 01:04:34
322,323,123,WITHDRAWAL,6497.26,2024-03-04 11:26:39
323,324,124,TRANSFER,3296.75,2023-03-08 23:10:23
324,325,125,DEPOSIT,49979.76,2023-11-06 06:14:23
325,326,126,WITHDRAWAL,26289.53,2024-01-07 18:57:51
326,327,127,TRANSFER,41168.74,2023-11-15 00:23:38
327,328,128,DEPOSIT,6275.09,2023-02-27 06:48:46
328,329,129,WITHDRAWAL,32120.51,2023-09-04 05:49:26
329,330,130,TRANSFER,23297.0,2023-12-16 12:07:57
330,331,131,DEPOSIT,17232.29,2024-02-06 20:17:22
331,332,132,WITHDRAWAL,31993.3,2024-03-04 05:02:27
332,333,133,TRANSFER,38391.4,2023-05-22 08:02:19
333,334,134,DEPOSIT,21636.59,2023-04-11 05:20:55
334,335,135,WITHDRAWAL,41571.23,2023-02-13 00:58:13
335,336,136,TRANSFER,7659.24,2024-02-07 10:07:25
336,337,137,DEPOSIT,8106.73,2023-05-08 21:25:49
337,338,138,WITHDRAWAL,17307.69,2023-06-25 03:04:14
338,339,139,TRANSFER,44747.35,2024-02-08 00:57:21
339,340,140,DEPOSIT,12537.76,2023-03-03 06:03:18
340,341,141,WITHDRAWAL,47818.02,2024-05-08 06:19:19
341,342,142,TRANSFER,6267.26,2023-08-02 04:08:17
342,343,143,DEPOSIT,30725.27,2023-08-24 05:03:35
343,344,144,WITHDRAWAL,25133.63,2023-03-14 13:37:54
344,345,145,TRANSFER,29594.5,2023-05-11 23:36:03
345,346,146,DEPOSIT,7718.17,2024-03-27 00:02:07
346,347,147,WITHDRAWAL,31227.71,2024-05-26 15:40:14
347,348,148,TRANSFER,16887.6,2024-04-15 00:36:24
348,349,149,DEPOSIT,2069.3,2024-03-13 18:36:06
349,350,150,WITHDRAWAL,4070.33,2023-01-23 00:55:12
350,351,151,TRANSFER,38553.41,2024-05-13 05:33:51
351,352,152,DEPOSIT,32559.99,2023-07-25 13:32:37
352,353,153,WITHDRAWAL,20835.17,2024-03-20 09:24:37
353,354,154,TRANSFER,1523.99,2024-05-11 07:39:33
354,355,155,DEPOSIT,27283.42,2024-05-02 03:11:04
355,356,156,WITHDRAWAL,47832.94,2024-05-13 14:01:08
356,357,157,TRANSFER,12251.45,2024-01-11 02:44:38
357,358,158,DEPOSIT,14878.72,2023-11-12 10:06:48
358,359,159,WITHDRAWAL,34433.79,2023-02-26 16:18:56
359,360,160,TRANSFER,21985.88,2023-05-03 18:49:59
360,361,161,DEPOSIT,23227.46,2024-01-12 03:05:43
361,362,162,WITHDRAWAL,30336.95,2023-09-22 05:38:56
362,363,163,TRANSFER,43075.64,2023-08-31 18:57:36
363,364,164,DEPOSIT,36712.65,2023-09-06 00:29:20
364,365,165,WITHDRAWAL,48768.95,2023-09-26 06:10:25
365,366,166,TRANSFER,38035.64,2023-04-12 13:39:27
366,367,167,DEPOSIT,28086.94,2024-02-04 23:55:31
367,368,168,WITHDRAWAL,12094.48,2023-09-05 20:45:04
368,369,169,TRANSFER,13380.91,2023-04-06 03:58:26
369,370,170,DEPOSIT,7052.47,2023-07-12 13:32:34
370,371,171,WITHDRAWAL,14517.7,2023-02-09 07:21:03
371,372,172,TRANSFER,43209.55,2023-10-26 09:04:18
372,373,173,DEPOSIT,12421.03,2023-11-21 18:35:47
373,374,174,WITHDRAWAL,40675.76,2023-05-05 01:01:02
374,375,175,TRANSFER,36059.21,2024-03-24 16:52:00
375,376,176,DEPOSIT,38158.44,2023-05-28 10:45:50
376,377,177,WITHDRAWAL,49798.51,2024-01-23 00:20:34
377,378,178,TRANSFER,24943.0,2023-12-29 14:03:52
378,379,179,DEPOSIT,24873.54,2023-08-28 15:36:41
379,380,180,WITHDRAWAL,47262.19,2023-03-11 22:38:12
380,381,181,TRANSFER,22866.96,2024-01-28 14:10:03
381,382,182,DEPOSIT,10765.07,2023-07-06 23:30:25
382,383,183,WITHDRAWAL,2442.42,2023-10-02 02:26:28
383,384,184,TRANSFER,24749.76,2023-08-07 12:51:44
384,385,185,DEPOSIT,33629.3,2024-05-23 04:17:27
385,386,186,WITHDRAWAL,26839.17,2023-08-10 22:44:09
386,387,187,TRANSFER,21552.08,2023-03-25 11:53:27
387,388,188,DEPOSIT,36378.13,2023-07-25 10:07:55
388,389,189,WITHDRAWAL,18303.21,2023-11-10 05:12:02
389,390,190,TRANSFER,2567.37,2023-11-08 03:22:57
390,391,191,DEPOSIT,9740.82,2024-03-12 09:01:31
391,392,192,WITHDRAWAL,14437.2,2024-03-05 16:49:22
392,393,193,TRANSFER,25217.73,2023-10-28 02:03:50
393,394,194,DEPOSIT,13993.24,2024-03-03 02:04:44
394,395,195,WITHDRAWAL,34023.13,2024-04-29 02:03:54
395,396,196,TRANSFER,6441.88,2023-04-03 06:47:52
396,397,197,DEPOSIT,19701.25,2023-03-17 02:16:24
397,398,198,WITHDRAWAL,27896.01,2023-09-21 09:00:29
398,399,199,TRANSFER,37750.71,2023-10-11 23:23:48
399,400,200,DEPOSIT,30127.12,2023-06-04 14:42:28
400,401,1,WITHDRAWAL,25008.89,2023-11-08 18:23:51
401,402,2,TRANSFER,1955.31,2023-02-05 04:30:56
402,403,3,DEPOSIT,40200.25,2023-09-16 16:19:43
403,404,4,WITHDRAWAL,22854.86,2024-02-08 09:03:48
404,405,5,TRANSFER,44657.65,2024-04-15 21:30:54
405,406,6,DEPOSIT,16405.01,2023-04-19 13:42:23
406,407,7,WITHDRAWAL,15933.32,2024-04-21 04:25:05
407,408,8,TRANSFER,49530.88,2023-11-02 05:12:15
408,409,9,DEPOSIT,29690.3,2023-08-21 10:07:56
409,410,10,WITHDRAWAL,41416.19,2024-01-30 01:02:12
410,411,11,TRANSFER,24497.43,2024-02-18 11:32:01
411,412,12,DEPOSIT,14996.53,2024-03-13 05:40:07
412,413,13,WITHDRAWAL,18424.21,2023-01-13 22:08:07
413,414,14,TRANSFER,48995.1,2023-03-27 03:10:39
414,415,15,DEPOSIT,15390.81,2024-03-29 08:59:47
415,416,16,WITHDRAWAL,1342.09,2024-05-03 18:15:56
416,417,17,TRANSFER,13283.87,2024-01-04 15:00:10
417,418,18,DEPOSIT,39147.37,2024-05-24 05:06:05
418,419,19,WITHDRAWAL,28885.94,2024-03-25 07:32:35
419,420,20,TRANSFER,29180.33,2023-02-09 21:19:46
420,421,21,DEPOSIT,26216.37,2023-05-13 10:34:30
421,422,22,WITHDRAWAL,38732.56,2024-04-26 08:42:45
422,423,23,TRANSFER,7397.31,2023-10-23 07:15:41
423,424,24,DEPOSIT,1588.21,2023-07-08 02:52:16
424,425,25,WITHDRAWAL,9547.31,2023-03-27 08:36:03
425,426,26,TRANSFER,15691.49,2023-12-09 13:33:17
426,427,27,DEPOSIT,20653.88,2023-04-28 14:52:59
427,428,28,WITHDRAWAL,20524.77,2023-06-08 08:48:59
428,429,29,TRANSFER,46026.84,2024-04-19 22:46:37
429,430,30,DEPOSIT,35291.7,2023-02-18 09:00:26
430,431,31,WITHDRAWAL,10375.01,2024-02-07 20:57:21
431,432,32,TRANSFER,49906.16,2023-09-10 11:21:44
